State,District,Date,final_risk_score,final_risk_category,Population,affected_population,total_health_facilities,total_schools,population_impact_score,priority_score,response_priority,priority_rank
CHHATTISGARH,SUKMA,2026-08-23,30.0,MEDIUM,1413199.0,423960,262,2,16.09741984133433,24.44,LOW,1308
BIHAR,SUPAUL,2026-09-07,26.04,MEDIUM,2229076.0,580451,232,1,22.03925710992158,24.44,LOW,1308
HARYANA,GURGAON,2026-08-22,29.44,MEDIUM,1514432.0,445849,70,29,16.92852754703054,24.44,LOW,1308
WEST BENGAL,NADIA,2026-09-05,17.64,LOW,5167600.0,911565,466,9,34.611389087805286,24.43,LOW,1309
MADHYA PRADESH,SAGAR,2026-09-11,25.4,MEDIUM,2378458.0,604128,320,11,22.938253735978925,24.42,LOW,1310
BIHAR,PURNIA,2026-09-07,22.28,LOW,3264619.0,727357,191,1,27.617159646035976,24.41,LOW,1311
NCT OF DELHI,SOUTH DELHI,2026-08-25,39.27,MEDIUM,142004.0,55765,262,10,2.1173521498537804,24.41,LOW,1311
MADHYA PRADESH,NIWARI,2026-08-22,30.14,MEDIUM,1382506.0,416687,220,2,15.821269887315022,24.41,LOW,1311
GUJARAT,SURAT,2026-08-23,16.02,LOW,6081322.0,974228,401,5,36.990652743616046,24.41,LOW,1311
GOA,NORTH GOA,2026-08-30,33.7,MEDIUM,818008.0,275669,139,37,10.466929970376434,24.41,LOW,1311
UTTAR PRADESH,CHITRAKOOT,2026-08-28,32.5,MEDIUM,991730.0,322312,262,4,12.237927124964973,24.4,LOW,1312
UTTARAKHAND,ALMORA,2026-08-19,35.13,MEDIUM,622506.0,218686,151,2,8.303331341216245,24.4,LOW,1312
TAMIL NADU,PUDUKKOTTAI,2026-09-06,28.84,MEDIUM,1618345.0,466731,262,5,17.72140027353008,24.39,LOW,1313
UTTAR PRADESH,MEERUT,2026-09-05,21.72,LOW,3443689.0,747969,262,14,28.399780689930648,24.39,LOW,1313
UTTAR PRADESH,LALITPUR,2026-08-23,31.03,MEDIUM,1221592.0,379060,262,4,14.392602993339445,24.38,LOW,1314
BIHAR,ROHTAS,2026-09-10,23.21,LOW,2959918.0,686997,290,9,26.08472294258222,24.36,LOW,1315
CHHATTISGARH,KONDAGAON,2026-08-31,29.9,MEDIUM,1413199.0,422547,262,2,16.043769369035516,24.36,LOW,1315
KERALA,KASARGOD,2026-08-30,24.55,LOW,2579189.0,633191,267,212,24.041752445405997,24.35,LOW,1316
ASSAM,TINSUKIA,2026-09-09,30.37,MEDIUM,1327929.0,403292,119,22,15.312672522529022,24.35,LOW,1316
PUNJAB,RUPNAGAR,2026-09-02,34.59,MEDIUM,684627.0,236812,78,1,8.99156096675645,24.35,LOW,1316
TAMIL NADU,SALEM,2026-08-19,21.56,LOW,3482056.0,750731,262,77,28.50465160605897,24.34,LOW,1317
JHARKHAND,DUMKA,2026-09-03,30.4,MEDIUM,1321442.0,401718,302,4,15.252909009862115,24.34,LOW,1317
ODISHA,NABARANGAPUR,2026-09-08,28.62,MEDIUM,1648902.0,471916,262,4,17.918270548738395,24.34,LOW,1317
TAMIL NADU,TENKASI,2026-08-27,25.81,MEDIUM,2251744.0,581175,262,32,22.06674680698056,24.31,LOW,1318
UTTAR PRADESH,MAHOBA,2026-09-04,33.15,MEDIUM,875958.0,290380,262,4,11.025494795562464,24.3,LOW,1319
ANDHRA PRADESH,VISHAKHAPATNAM,2026-09-11,19.99,LOW,4053463.0,810287,505,40,30.76594497352408,24.3,LOW,1319
MADHYA PRADESH,MANDLA,2026-08-25,31.97,MEDIUM,1054905.0,337253,338,3,12.805224864962558,24.3,LOW,1319
ASSAM,N.C HILLS,2026-09-09,32.25,MEDIUM,1008183.0,325139,141,4,12.345266038757435,24.29,LOW,1320
TAMIL NADU,TENKASI,2026-08-25,25.79,MEDIUM,2251744.0,580725,262,32,22.04966066930578,24.29,LOW,1320
TAMIL NADU,RANIPET,2026-08-22,25.79,MEDIUM,2251744.0,580725,262,32,22.04966066930578,24.29,LOW,1320
ASSAM,DHUBRI,2026-09-09,27.11,MEDIUM,1949258.0,528444,220,4,20.06459319424964,24.29,LOW,1320
ASSAM,UDALGURI,2026-08-31,33.43,MEDIUM,831668.0,278027,17,4,10.55646133179229,24.28,LOW,1321
MIZORAM,KOLASIB,2026-09-01,39.61,MEDIUM,83955.0,33255,262,2,1.2626655741663673,24.27,LOW,1322
MADHYA PRADESH,AGAR-MALWA,2026-09-07,29.96,MEDIUM,1382506.0,414199,220,2,15.726802530570897,24.27,LOW,1322
MADHYA PRADESH,DAMOH,2026-08-20,30.65,MEDIUM,1264219.0,387483,182,2,14.712417521416524,24.27,LOW,1322
UTTAR PRADESH,BAGHPAT,2026-08-24,30.4,MEDIUM,1303048.0,396127,262,4,15.040623241551664,24.26,LOW,1323
MADHYA PRADESH,SHIVPURI,2026-08-26,28.13,MEDIUM,1726050.0,485538,267,2,18.43548692075146,24.25,LOW,1324
CHHATTISGARH,BALODA BAZAR,2026-09-03,29.76,MEDIUM,1413199.0,420568,262,2,15.968628332461307,24.24,LOW,1325
BIHAR,NAWADA,2026-08-28,25.87,MEDIUM,2219146.0,574093,167,1,21.79784896917433,24.24,LOW,1325
MADHYA PRADESH,RAISEN,2026-09-05,30.2,MEDIUM,1331597.0,402142,200,1,15.269007948471248,24.23,LOW,1326
UTTAR PRADESH,KANPUR DEHAT,2026-08-26,27.76,MEDIUM,1796184.0,498621,262,4,18.93223789674961,24.23,LOW,1326
BIHAR,SARAN,2026-09-07,20.16,LOW,3951862.0,796695,262,2,30.249867677356008,24.2,LOW,1327
HIMACHAL PRADESH,KANGRA,2026-08-24,29.18,MEDIUM,1510075.0,440640,262,78,16.730746011146238,24.2,LOW,1327
CHHATTISGARH,MANENDRAGARH-CHIRMIRI-BHARATPUR,2026-09-02,29.71,MEDIUM,1413199.0,419861,262,2,15.941784111714483,24.2,LOW,1327
CHHATTISGARH,MANENDRAGARH-CHIRMIRI-BHARATPUR,2026-08-19,29.71,MEDIUM,1413199.0,419861,262,2,15.941784111714483,24.2,LOW,1327
JHARKHAND,CHATRA,2026-08-28,31.91,MEDIUM,1042886.0,332785,119,3,12.635578502449391,24.2,LOW,1327
HARYANA,GURGAON,2026-09-05,29.14,MEDIUM,1514432.0,441305,70,29,16.75599552571008,24.19,LOW,1328
CHHATTISGARH,BALRAMPUR,2026-08-20,29.7,MEDIUM,1413199.0,419720,262,2,15.936430455243054,24.19,LOW,1328
NAGALAND,DIMAPUR,2026-08-29,36.78,MEDIUM,378811.0,139327,262,2,5.290134008476243,24.18,LOW,1329
HARYANA,PANCHKULA,2026-09-05,35.28,MEDIUM,561293.0,198024,18,2,7.518811837579935,24.18,LOW,1329
MADHYA PRADESH,ANUPPUR,2026-08-23,33.86,MEDIUM,749237.0,253692,180,2,9.632480975534929,24.17,LOW,1330
WEST BENGAL,SOUTH 24 PARGANAS,2026-08-27,20.34,LOW,3872846.0,787737,522,31,29.909739630043354,24.17,LOW,1330
BIHAR,GOPALGANJ,2026-09-04,24.43,LOW,2562012.0,625900,204,2,23.764919045879694,24.16,LOW,1331
CHHATTISGARH,MOHALA-MANPUR-CHOWKI,2026-08-30,29.66,MEDIUM,1413199.0,419155,262,2,15.914977860162494,24.16,LOW,1331
BIHAR,ARARIYA,2026-09-11,24.11,LOW,2645209.5,637760,232,2,24.21523369659728,24.15,LOW,1332
TAMIL NADU,TENKASI,2026-08-24,25.64,MEDIUM,2251744.0,577347,262,32,21.921400729160418,24.15,LOW,1332
MADHYA PRADESH,AGAR-MALWA,2026-09-04,29.81,MEDIUM,1382506.0,412125,220,2,15.64805442048757,24.15,LOW,1332
MADHYA PRADESH,PANNA,2026-08-21,32.0,MEDIUM,1016520.0,325286,179,2,12.350847510397864,24.14,LOW,1333
RAJASTHAN,JAIPUR,2026-09-04,15.03,LOW,6626178.0,995915,665,36,37.81409067195603,24.14,LOW,1333
ASSAM,DARRANG,2026-08-24,32.58,MEDIUM,928500.0,302505,122,2,11.485871282910749,24.14,LOW,1333
PUNJAB,PATIALA,2026-08-21,27.18,MEDIUM,1895686.0,515247,167,12,19.563513730040544,24.13,LOW,1334
JAMMU AND KASHMIR,RIASI,2026-09-01,35.0,MEDIUM,588437.5,205953,262,4,7.819869583409589,24.13,LOW,1334
JHARKHAND,JAMTARA,2026-08-25,33.49,MEDIUM,791042.0,264920,144,3,10.058799095118149,24.12,LOW,1335
MADHYA PRADESH,SHEOPUR,2026-09-06,34.24,MEDIUM,687861.0,235524,117,14,8.942656643811743,24.12,LOW,1335
KARNATAKA,HASSAN,2026-08-26,27.73,MEDIUM,1776421.0,492602,558,28,18.703701313050697,24.12,LOW,1335
MADHYA PRADESH,CHHINDWARA,2026-08-29,26.27,MEDIUM,2090922.0,549285,411,6,20.85590918376103,24.1,LOW,1336
UTTAR PRADESH,SHRAWASTI,2026-09-02,31.31,MEDIUM,1117361.0,349846,262,2,13.283370935492616,24.1,LOW,1336
KARNATAKA,KOPPAL,2026-08-24,29.71,MEDIUM,1389920.0,412945,209,5,15.679189160250504,24.1,LOW,1336
UTTAR PRADESH,MUZAFARNAGAR,2026-08-22,24.38,LOW,2559297.0,623957,262,4,23.691144900319472,24.1,LOW,1336
KARNATAKA,TUMKUR,2026-08-25,23.93,LOW,2678980.0,641080,300,33,24.34129142344233,24.09,LOW,1337
CHHATTISGARH,MOHALA-MANPUR-CHOWKI,2026-08-25,29.56,MEDIUM,1413199.0,417742,262,2,15.861327387863678,24.08,LOW,1338
TAMIL NADU,THIRUVARUR,2026-08-20,30.4,MEDIUM,1264277.0,384340,262,5,14.593080342056885,24.08,LOW,1338
MAHARASHTRA,NAGPUR,2026-08-23,18.43,LOW,4653570.0,857653,384,57,32.56439385597677,24.08,LOW,1338
BIHAR,LAKHISARAI,2026-09-11,32.01,MEDIUM,1000912.0,320392,232,1,12.165026270885903,24.07,LOW,1339
UTTAR PRADESH,HATHRAS,2026-09-05,24.34,LOW,2559297.0,622933,262,4,23.65226444481064,24.06,LOW,1340
MADHYA PRADESH,KATNI,2026-09-04,30.22,MEDIUM,1292042.0,390455,197,2,14.825261968459747,24.06,LOW,1340
MADHYA PRADESH,BETUL,2026-08-25,28.67,MEDIUM,1575362.0,451656,349,2,17.149014661424893,24.06,LOW,1340
TAMIL NADU,TIRUCHIRAPPALLI,2026-09-06,23.74,LOW,2722290.0,646272,262,57,24.53842748301448,24.06,LOW,1340
WEST BENGAL,MALDA,2026-09-05,20.24,LOW,3872846.0,783864,522,9,29.76268493845573,24.05,LOW,1341
UTTAR PRADESH,AURAIYA,2026-08-23,29.7,MEDIUM,1379545.0,409725,262,4,15.556928352888736,24.04,LOW,1342
UTTAR PRADESH,FIROZABAD,2026-08-27,24.54,LOW,2498156.0,613047,262,8,23.2769009846931,24.03,LOW,1343
MADHYA PRADESH,BHIND,2026-08-21,27.97,MEDIUM,1703005.0,476330,230,2,18.085866574730588,24.02,LOW,1344
CHHATTISGARH,KOREA,2026-08-19,29.48,MEDIUM,1413199.0,416611,262,2,15.818384228507728,24.02,LOW,1344
JHARKHAND,GUMLA,2026-08-19,31.79,MEDIUM,1025213.0,325915,275,3,12.374730133947724,24.02,LOW,1344
SIKKIM,PAKYONG,2026-09-06,28.23,MEDIUM,1648902.0,465485,262,4,17.674090656768353,24.01,LOW,1345
UTTAR PRADESH,HAMIRPUR,2026-09-06,31.27,MEDIUM,1104285.0,345310,262,4,13.111142667730816,24.01,LOW,1345
BIHAR,ARWAL,2026-09-02,33.98,MEDIUM,700843.0,238146,98,1,9.04221187266347,24.0,LOW,1346
TAMIL NADU,TENI,2026-08-25,25.48,MEDIUM,2251744.0,573744,262,32,21.784597720177665,24.0,LOW,1346
JHARKHAND,LATEHAR,2026-08-24,33.79,MEDIUM,726978.0,245646,79,3,9.326980833909833,24.0,LOW,1346
ODISHA,JAGATSINGHAPUR,2026-08-22,28.22,MEDIUM,1648902.0,465320,262,9,17.66782573962093,24.0,LOW,1346
UTTAR PRADESH,AURAIYA,2026-08-25,29.65,MEDIUM,1379545.0,409035,262,4,15.530729608454068,24.0,LOW,1346
KARNATAKA,DHARWAD,2026-09-02,27.25,MEDIUM,1847023.0,503314,196,37,19.110427328100165,23.99,LOW,1347
HARYANA,SONIPAT,2026-09-07,29.25,MEDIUM,1450001.0,424125,104,1,16.103684758481748,23.99,LOW,1347
BIHAR,ARWAL,2026-09-03,33.96,MEDIUM,700843.0,238006,98,1,9.036896185386873,23.99,LOW,1347
ASSAM,DHUBRI,2026-09-05,26.77,MEDIUM,1949258.0,521816,220,4,19.81293337089752,23.99,LOW,1347
NAGALAND,DIMAPUR,2026-09-05,36.48,MEDIUM,378811.0,138190,262,2,5.246963033951295,23.99,LOW,1347
UTTAR PRADESH,KUSHINAGAR,2026-09-05,21.01,LOW,3564544.0,748911,262,4,28.43554767146319,23.98,LOW,1348
UTTAR PRADESH,AURAIYA,2026-09-03,29.62,MEDIUM,1379545.0,408621,262,4,15.51501036179327,23.98,LOW,1348
MADHYA PRADESH,SIDHI,2026-08-25,31.08,MEDIUM,1127033.0,350282,215,2,13.299925504439738,23.97,LOW,1349
CHHATTISGARH,JASHPUR,2026-08-19,32.87,MEDIUM,851669.0,279944,262,2,10.62924827828686,23.97,LOW,1349
PUNJAB,PATHANKOT,2026-08-24,30.33,MEDIUM,1254076.0,380361,114,9,14.44200091581698,23.97,LOW,1349
TELANGANA,NAGARKURNOOL,2026-08-24,28.17,MEDIUM,1648902.0,464496,680,4,17.636539123078666,23.96,LOW,1350
CHHATTISGARH,SARANGARH-BILAIGARH,2026-08-25,29.41,MEDIUM,1413199.0,415622,262,2,15.78083269481804,23.96,LOW,1350
CHHATTISGARH,KABIRDHAM,2026-09-03,29.41,MEDIUM,1413199.0,415622,262,2,15.78083269481804,23.96,LOW,1350
MIZORAM,SERCHHIP,2026-09-01,39.28,MEDIUM,64937.0,25507,262,2,0.9684802526014594,23.96,LOW,1350
UTTAR PRADESH,MAHOBA,2026-08-21,32.68,MEDIUM,875958.0,286263,262,4,10.869175620435628,23.96,LOW,1350
MADHYA PRADESH,DEWAS,2026-08-25,28.6,MEDIUM,1563715.0,447222,228,2,16.980659251536043,23.95,LOW,1351
UTTAR PRADESH,BANDA,2026-08-21,27.42,MEDIUM,1799410.0,493398,262,3,18.733924792137643,23.95,LOW,1351
NAGALAND,MON,2026-09-05,37.53,MEDIUM,250260.0,93923,262,2,3.5661806862856027,23.94,LOW,1352
TRIPURA,UNAKOTI,2026-08-23,33.29,MEDIUM,784974.0,261318,26,4,9.92203405533023,23.94,LOW,1352
ASSAM,DHUBRI,2026-09-06,26.71,MEDIUM,1949258.0,520647,220,4,19.768547382137925,23.93,LOW,1353
JHARKHAND,WEST SINGHBHUM,2026-08-29,29.93,MEDIUM,1313551.0,393146,144,3,14.927437071754944,23.93,LOW,1353
BIHAR,NAWADA,2026-09-11,25.53,MEDIUM,2219146.0,566548,167,1,21.511371394160488,23.92,LOW,1354
HARYANA,PANCHKULA,2026-08-31,34.91,MEDIUM,561293.0,195947,18,2,7.439949819912109,23.92,LOW,1354
CHHATTISGARH,BALODA BAZAR,2026-08-24,29.36,MEDIUM,1413199.0,414915,262,2,15.753988474071216,23.92,LOW,1354
ASSAM,GOALPARA,2026-09-01,31.75,MEDIUM,1008183.0,320098,154,1,12.153863327605048,23.91,LOW,1355
PUDUCHERRY,YANAM,2026-09-02,28.11,MEDIUM,1648902.0,463506,262,1,17.598949620194144,23.91,LOW,1355
ANDHRA PRADESH,BAPATLA,2026-09-04,19.67,LOW,4053463.0,797316,640,40,30.27344654734721,23.91,LOW,1355
HIMACHAL PRADESH,SOLAN,2026-09-03,34.74,MEDIUM,580320.0,201603,262,1,7.654703585886699,23.91,LOW,1355
JHARKHAND,CHATRA,2026-08-20,31.52,MEDIUM,1042886.0,328718,119,3,12.4811577870642,23.9,LOW,1356
TELANGANA,KUMARAM BHEEM,2026-08-24,28.1,MEDIUM,1648902.0,463341,680,4,17.592684703046725,23.9,LOW,1356
WEST BENGAL,BANKURA,2026-08-31,20.85,LOW,3596674.0,749907,660,5,28.473364989516703,23.9,LOW,1356
RAJASTHAN,DHOLPUR,2026-08-28,26.42,MEDIUM,2003370.5,529290,213,7,20.09671513307823,23.89,LOW,1357
UTTAR PRADESH,BULANDSAHAR,2026-08-24,24.16,LOW,2559297.0,618326,262,4,23.477340364215703,23.89,LOW,1357
RAJASTHAN,JHUNJHUNUN,2026-09-08,25.83,MEDIUM,2137045.0,551999,386,15,20.958957578537383,23.88,LOW,1358
UTTAR PRADESH,CHITRAKOOT,2026-08-27,31.81,MEDIUM,991730.0,315469,262,4,11.978103924723792,23.88,LOW,1358
UTTAR PRADESH,RAMPUR,2026-09-07,25.0,MEDIUM,2335819.0,583955,262,4,22.17230116861588,23.87,LOW,1359
HIMACHAL PRADESH,SHIMLA,2026-08-26,32.97,MEDIUM,814010.0,268379,262,23,10.190134540044973,23.86,LOW,1360
KARNATAKA,BELGAUM,2026-09-03,17.99,LOW,4779661.0,859861,660,37,32.648229838167694,23.85,LOW,1361
TELANGANA,WANAPARTHY,2026-08-24,28.04,MEDIUM,1648902.0,462352,680,4,17.55513316935704,23.85,LOW,1361
JHARKHAND,LATEHAR,2026-08-25,33.56,MEDIUM,726978.0,243974,79,3,9.26349634014931,23.84,LOW,1362
PUNJAB,SANGRUR,2026-08-20,27.99,MEDIUM,1655169.0,463282,190,20,17.59044452055159,23.83,LOW,1363
HIMACHAL PRADESH,SIRMAUR,2026-09-04,35.01,MEDIUM,529855.0,185502,262,1,7.043361579883009,23.82,LOW,1364
JHARKHAND,PAKUR,2026-09-03,32.33,MEDIUM,900422.0,291106,136,3,11.053060431011112,23.82,LOW,1364
UTTAR PRADESH,SANTKABIRNAGAR,2026-08-31,24.09,LOW,2559297.0,616535,262,4,23.409337536270076,23.82,LOW,1364
TELANGANA,Y. BHUVANAGIRI,2026-09-07,28.0,MEDIUM,1648902.0,461693,680,4,17.53011146996219,23.81,LOW,1365
CHHATTISGARH,RAJNANDGAON,2026-08-25,28.56,MEDIUM,1537133.0,439005,262,1,16.66866637759453,23.8,LOW,1366
CHHATTISGARH,KORBA,2026-08-28,30.38,MEDIUM,1206640.0,366577,262,2,13.918633534240998,23.8,LOW,1366
KARNATAKA,HASSAN,2026-08-25,27.35,MEDIUM,1776421.0,485851,558,28,18.44737127873414,23.79,LOW,1367
PUNJAB,HOSHIARPUR,2026-09-02,28.28,MEDIUM,1586625.0,448698,223,11,17.03670178310933,23.78,LOW,1368
JAMMU AND KASHMIR,RIASI,2026-08-19,34.48,MEDIUM,588437.5,202893,262,4,7.703683847221073,23.77,LOW,1369
PUDUCHERRY,PUDUCHERY,2026-08-29,27.95,MEDIUM,1648902.0,460868,262,4,17.49878688422509,23.77,LOW,1369
UTTARAKHAND,CHAMPAWAT,2026-09-07,37.18,MEDIUM,259648.0,96537,69,2,3.665432161578668,23.77,LOW,1369
NAGALAND,MOKOKCHUNG,2026-09-04,37.75,MEDIUM,194622.0,73470,262,19,2.789596744369358,23.77,LOW,1369
TELANGANA,JAGTIAL,2026-08-19,27.95,MEDIUM,1648902.0,460868,680,4,17.49878688422509,23.77,LOW,1369
CHHATTISGARH,BILASPUR,2026-08-24,23.65,LOW,2663629.0,629948,262,9,23.91861834656307,23.76,LOW,1370
UTTAR PRADESH,SITAPUR,2026-09-03,18.55,LOW,4483992.0,831781,262,4,31.58205484726132,23.76,LOW,1370
CHHATTISGARH,BEMETARA,2026-09-03,29.16,MEDIUM,1413199.0,412089,262,2,15.646687529473589,23.75,LOW,1371
JHARKHAND,KODERMA,2026-08-31,29.71,MEDIUM,1313551.0,390256,144,3,14.817706098688014,23.75,LOW,1371
MADHYA PRADESH,MANDLA,2026-09-04,31.23,MEDIUM,1054905.0,329447,338,3,12.508837330097345,23.74,LOW,1372
MAHARASHTRA,PUNE,2026-08-24,11.68,LOW,9429408.0,1101355,529,175,41.81756257513155,23.74,LOW,1372
CHHATTISGARH,BASTAR,2026-08-31,29.13,MEDIUM,1413199.0,411665,262,1,15.63058859086446,23.73,LOW,1373
MADHYA PRADESH,DEWAS,2026-08-26,28.33,MEDIUM,1563715.0,443000,228,2,16.82035331095176,23.73,LOW,1373
WEST BENGAL,KOLKATA,2026-08-28,18.5,LOW,4496694.0,831888,522,31,31.586117551108437,23.73,LOW,1373
MADHYA PRADESH,TIKAMGARH,2026-08-24,28.95,MEDIUM,1445166.0,418376,222,2,15.885399857387704,23.72,LOW,1374
TELANGANA,KAMAREDDY,2026-08-23,27.88,MEDIUM,1648902.0,459714,680,4,17.454970433387984,23.71,LOW,1375
BIHAR,KISHANGANJ,2026-08-31,27.67,MEDIUM,1690400.0,467734,143,8,17.759483375947426,23.71,LOW,1375
HIMACHAL PRADESH,SHIMLA,2026-09-06,32.75,MEDIUM,814010.0,266588,262,23,10.12213171209934,23.7,LOW,1376
ASSAM,UDALGURI,2026-09-01,32.61,MEDIUM,831668.0,271207,17,4,10.297511423032264,23.69,LOW,1377
UTTAR PRADESH,HARDOI,2026-09-04,19.39,LOW,4092845.0,793603,262,4,30.13246692693284,23.69,LOW,1377
BIHAR,GAYA,2026-09-08,18.69,LOW,4391418.0,820756,486,38,31.16344447422917,23.68,LOW,1378
TELANGANA,SIDDIPET,2026-08-24,27.84,MEDIUM,1648902.0,459054,680,4,17.429910764798304,23.68,LOW,1378
TAMIL NADU,PUDUKKOTTAI,2026-09-07,28.0,MEDIUM,1618345.0,453137,262,5,17.20524703897234,23.68,LOW,1378
JHARKHAND,PALAMU,2026-09-02,26.47,MEDIUM,1939869.0,513483,144,3,19.4965360703554,23.68,LOW,1378
TELANGANA,KUMARAM BHEEM,2026-08-27,27.83,MEDIUM,1648902.0,458889,680,4,17.423645847650885,23.67,LOW,1379
TELANGANA,PEDDAPALLE,2026-08-24,27.83,MEDIUM,1648902.0,458889,680,4,17.423645847650885,23.67,LOW,1379
WEST BENGAL,NADIA,2026-08-26,17.09,LOW,5167600.0,883143,466,9,33.53222863226607,23.67,LOW,1379
MAHARASHTRA,THANE,2026-09-05,10.38,LOW,11060148.0,1148043,624,73,43.59026834348756,23.66,LOW,1380
MADHYA PRADESH,SEHORE,2026-09-04,29.61,MEDIUM,1311332.0,388285,198,1,14.74286881567247,23.66,LOW,1380
TELANGANA,MAHABUBABAD,2026-08-25,27.82,MEDIUM,1648902.0,458725,680,4,17.417418899698298,23.66,LOW,1380
MIZORAM,KOLASIB,2026-08-21,38.62,MEDIUM,83955.0,32423,262,2,1.2310752040654376,23.66,LOW,1380
MADHYA PRADESH,CHHINDWARA,2026-09-04,25.77,MEDIUM,2090922.0,538831,411,6,20.458979220978435,23.65,LOW,1381
PUNJAB,PATHANKOT,2026-08-30,29.92,MEDIUM,1254076.0,375220,114,9,14.246801285181308,23.65,LOW,1381
HIMACHAL PRADESH,SOLAN,2026-08-19,34.37,MEDIUM,580320.0,199456,262,1,7.573183724580573,23.65,LOW,1381
MADHYA PRADESH,VIDESHA,2026-09-04,29.19,MEDIUM,1382506.0,403554,229,2,15.322620451575228,23.64,LOW,1382
MADHYA PRADESH,SEONI,2026-09-04,29.21,MEDIUM,1379131.0,402844,259,2,15.295662323243905,23.64,LOW,1382
BIHAR,PATNA,2026-09-09,15.9,LOW,5838465.0,928316,309,39,35.247411070450326,23.64,LOW,1382
KARNATAKA,DHARWAD,2026-09-10,26.82,MEDIUM,1847023.0,495372,196,37,18.808875982737685,23.62,LOW,1383
ASSAM,KAMRUP METRO,2026-08-25,31.36,MEDIUM,1008183.0,316166,59,4,12.004568453522287,23.62,LOW,1383
UTTAR PRADESH,KHERI,2026-08-24,19.51,LOW,4021243.0,784545,262,2,29.7885419601369,23.62,LOW,1383
UTTAR PRADESH,AZAMGARH,2026-08-23,18.16,LOW,4613913.0,837887,262,4,31.81389475091069,23.62,LOW,1383
UTTAR PRADESH,FARRUKHABAD,2026-09-07,26.65,MEDIUM,1885204.0,502407,262,4,19.07598926838677,23.62,LOW,1383
ANDHRA PRADESH,PARVATHIPURAM MANYAM,2026-09-09,19.42,LOW,4053463.0,787183,640,40,29.888704696105957,23.61,LOW,1384
ASSAM,GOALPARA,2026-08-31,31.35,MEDIUM,1008183.0,316065,154,1,12.000733564844172,23.61,LOW,1384
BIHAR,MUZAFFARPUR,2026-08-23,17.76,LOW,4801062.0,852669,237,11,32.375155388929855,23.61,LOW,1384
TAMIL NADU,VIRUDHUNAGAR,2026-08-20,26.38,MEDIUM,1942288.0,512376,262,32,19.454504171675435,23.61,LOW,1384
CHHATTISGARH,SAKTI,2026-08-30,28.97,MEDIUM,1413199.0,409404,262,2,15.544740241347393,23.6,LOW,1385
ARUNACHAL PRADESH,LOHIT,2026-09-05,37.91,MEDIUM,145726.0,55245,262,4,2.0976081685407,23.59,LOW,1386
JHARKHAND,LOHARDAGA,2026-09-09,35.19,MEDIUM,461790.0,162504,89,3,6.170146037117166,23.58,LOW,1387
UTTAR PRADESH,KUSHINAGAR,2026-09-01,20.65,LOW,3564544.0,736078,262,4,27.948288994173247,23.57,LOW,1388
ARUNACHAL PRADESH,EAST SIANG,2026-09-01,38.29,MEDIUM,99214.0,37989,262,4,1.4424117425050709,23.55,LOW,1389
NAGALAND,ZUNHEBOTO,2026-08-19,37.9,MEDIUM,140757.0,53347,262,1,2.0255426367479537,23.55,LOW,1389
HIMACHAL PRADESH,UNA,2026-08-26,34.67,MEDIUM,521173.0,180691,262,9,6.860691783542176,23.55,LOW,1389
MADHYA PRADESH,UJJAIN,2026-09-04,26.1,MEDIUM,1986864.0,518572,230,1,19.689761302859765,23.54,LOW,1390
UTTARAKHAND,DEHRADUN,2026-08-31,27.44,MEDIUM,1696694.0,465573,102,42,17.67743194591364,23.53,LOW,1391
MADHYA PRADESH,RAISEN,2026-09-04,29.33,MEDIUM,1331597.0,390557,200,1,14.829134826332698,23.53,LOW,1391
BIHAR,AURANGABAD,2026-08-25,23.86,LOW,2540073.0,606061,307,2,23.011648189590822,23.52,LOW,1392
UTTAR PRADESH,MAINPURI,2026-08-20,26.61,MEDIUM,1868529.0,497216,262,1,18.878891178009457,23.52,LOW,1392
MAHARASHTRA,SANGLI,2026-08-19,22.87,LOW,2822143.0,645424,431,15,24.506229605796225,23.52,LOW,1392
TELANGANA,HYDERABAD,2026-09-02,27.65,MEDIUM,1648902.0,455921,680,4,17.31095327738699,23.51,LOW,1393
CHHATTISGARH,DURG,2026-08-25,21.22,LOW,3343872.0,709570,262,4,26.941801577544105,23.51,LOW,1393
UTTAR PRADESH,BHADOHI,2026-08-19,23.77,LOW,2559297.0,608345,262,4,23.098369830589046,23.5,LOW,1394
UTTARAKHAND,CHAMPAWAT,2026-09-01,36.74,MEDIUM,259648.0,95395,69,2,3.6220713410795553,23.49,LOW,1395
WEST BENGAL,JHARGRAM,2026-08-25,19.77,LOW,3872846.0,765662,522,9,29.07156965410823,23.49,LOW,1395
MADHYA PRADESH,SIDHI,2026-09-11,30.46,MEDIUM,1127033.0,343294,215,2,13.034596770947797,23.49,LOW,1395
ASSAM,GOALPARA,2026-09-09,31.19,MEDIUM,1008183.0,314452,154,1,11.939489253578786,23.49,LOW,1395
ODISHA,BARAGARH,2026-09-11,27.61,MEDIUM,1648902.0,455262,262,4,17.285931577992145,23.48,LOW,1396
ODISHA,GAJAPATHI,2026-09-11,27.61,MEDIUM,1648902.0,455262,262,4,17.285931577992145,23.48,LOW,1396
PUDUCHERRY,PUDUCHERY,2026-09-04,27.61,MEDIUM,1648902.0,455262,262,4,17.285931577992145,23.48,LOW,1396
ODISHA,BAUDA,2026-09-11,27.61,MEDIUM,1648902.0,455262,262,4,17.285931577992145,23.48,LOW,1396
